qid,docid,llm_grade,systems,model
102_2,CAR_c5b1c987c84577fd8b558e61069c1d5f504b7dd3,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
102_2,CAR_dc036fc42762d328d118ff9cb739e5eefe38f142,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
102_2,CAR_ddfe2320b827a430399787880820fe88102afe89,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
102_2,MARCO_4709319,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_2,MARCO_4821163,2,gpt-4o,gpt-4o-2024-08-06
102_2,MARCO_4961351,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_2,MARCO_5035918,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_2,MARCO_5035922,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_2,MARCO_5675767,0,raw,gpt-4o-2024-08-06
102_2,MARCO_5987557,0,raw,gpt-4o-2024-08-06
102_2,MARCO_6666571,1,gpt-4o-mini,gpt-4o-2024-08-06
102_2,MARCO_6875603,0,raw,gpt-4o-2024-08-06
102_2,MARCO_7032099,0,raw,gpt-4o-2024-08-06
102_2,MARCO_7106677,3,gpt-4o-mini,gpt-4o-2024-08-06
102_2,MARCO_7687624,0,raw,gpt-4o-2024-08-06
102_2,MARCO_7687625,0,raw,gpt-4o-2024-08-06
102_2,MARCO_7687628,0,raw,gpt-4o-2024-08-06
102_2,MARCO_7719504,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_2,MARCO_8191466,1,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
102_2,MARCO_8620966,0,raw,gpt-4o-2024-08-06
102_2,MARCO_8636425,0,raw,gpt-4o-2024-08-06
102_2,MARCO_8832835,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_3,CAR_03e72ea3241b9d6253ac64210782d713d1e1dc1e,0,gpt-4o|llama-3.1-8b-instant|raw,gpt-4o-2024-08-06
102_3,CAR_2584d4121084e942a24d86df22f8c7138531170c,0,raw,gpt-4o-2024-08-06
102_3,CAR_50bb6f58fa809acabf4195dd1680cc1d0f7d99aa,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_3,CAR_bcf9c930c28f6b10c2709832ca83f650981d7bd8,0,raw,gpt-4o-2024-08-06
102_3,CAR_d2b25cef61ce26b0935ec8e35162b3e348b2524a,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_3,MARCO_251830,0,raw,gpt-4o-2024-08-06
102_3,MARCO_2711064,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
102_3,MARCO_6236939,0,raw,gpt-4o-2024-08-06
102_3,MARCO_8273481,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_4,CAR_19d7eeb2ebbd153308101b060b68a6653807580b,0,raw,gpt-4o-2024-08-06
102_4,CAR_3f77ff2013e19010a30d63e6efaace6933ad0b7a,0,raw,gpt-4o-2024-08-06
102_4,CAR_69ce5a69b7ce6d5c838db99cc67161a4b0301389,0,raw,gpt-4o-2024-08-06
102_4,CAR_91c753f4e163c93ae988275433bd2f6afb5ce055,0,raw,gpt-4o-2024-08-06
102_4,CAR_e48e18c4a4644a505ec4cdd618b928b07d473244,0,raw,gpt-4o-2024-08-06
102_4,CAR_f4dec27ff697caea30da417adaab4d65c32652c3,0,raw,gpt-4o-2024-08-06
102_4,MARCO_2440622,0,raw,gpt-4o-2024-08-06
102_4,MARCO_2558084,4,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_4,MARCO_3466214,3,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
102_4,MARCO_660637,0,gpt-4o-mini,gpt-4o-2024-08-06
102_4,MARCO_7301896,0,raw,gpt-4o-2024-08-06
102_5,CAR_42d0b0dfd756dd7ba4501b270f0d84771c616ed6,3,gpt-4o,gpt-4o-2024-08-06
102_5,CAR_47b602f9b5df7a1407d3337698fccb9100bea0db,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,CAR_58ecff225dbad753cc736b8bfe00867c486e8acb,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,CAR_84edb8f5c9e6ea95e456890e2941d3c70af0fd81,4,gpt-4o,gpt-4o-2024-08-06
102_5,CAR_ee1e7e400016ab184884c89ad8584d17da761038,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,MARCO_1499714,0,raw,gpt-4o-2024-08-06
102_5,MARCO_1616458,0,gpt-4o-mini,gpt-4o-2024-08-06
102_5,MARCO_2587816,0,raw,gpt-4o-2024-08-06
102_5,MARCO_3099203,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,MARCO_3273403,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,MARCO_3466217,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,MARCO_3746062,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,MARCO_3884637,0,gpt-4o-mini,gpt-4o-2024-08-06
102_5,MARCO_3956680,0,raw,gpt-4o-2024-08-06
102_5,MARCO_5101544,0,raw,gpt-4o-2024-08-06
102_5,MARCO_5293168,0,raw,gpt-4o-2024-08-06
102_5,MARCO_5295291,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_5,MARCO_7844627,1,quretec,gpt-4o-2024-08-06
102_5,MARCO_8535672,0,quretec,gpt-4o-2024-08-06
102_6,CAR_1674546f1d75a569bb88815c1b1eee8558ce46a6,0,quretec,gpt-4o-2024-08-06
102_6,CAR_4b4c5a8cdad35b4269776cea6abc6a53754734c4,4,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,CAR_5583650c3ccd3107ed800868e9731a3a30fdb9a1,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_6,CAR_5ccb835c0ee4352171c9b583ecdedfef4aac015d,4,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,CAR_600c7cc365ee8fe78fe8d4009391f84e1199555d,0,quretec,gpt-4o-2024-08-06
102_6,CAR_8d620434b4ae80afc0691b0c7daa78867f778ded,0,quretec,gpt-4o-2024-08-06
102_6,CAR_8d6a14a63db8604e67a5a1b28f52784d1e73a3c6,4,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_6,CAR_99877a6c7730eb8d2fabf278e3bb48ba550697bc,0,quretec,gpt-4o-2024-08-06
102_6,CAR_9b3e9c376ff787c3763c1e51e463228d5a31c114,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,CAR_b391e9527e63064f785055e47841bdaf13b03828,0,raw,gpt-4o-2024-08-06
102_6,CAR_b75e7d0b9134072c276c4b5cc2b00b948e5f6dc3,0,quretec,gpt-4o-2024-08-06
102_6,CAR_c9fb437b5e738579ac93744b8360019d30c1f514,0,quretec,gpt-4o-2024-08-06
102_6,CAR_d766980a1fa5c4f2af8d5ef68d8e461cb75a7587,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,CAR_e19fda36883cfd122b9ebb5ba80d83fd1440f8bd,0,raw,gpt-4o-2024-08-06
102_6,CAR_f6f34a9462d715b6575e71499e50bb3559b66f7f,4,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,MARCO_124724,0,raw,gpt-4o-2024-08-06
102_6,MARCO_2504778,3,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,MARCO_3200722,0,raw,gpt-4o-2024-08-06
102_6,MARCO_4932824,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,MARCO_5897655,4,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_6,MARCO_7553385,0,raw,gpt-4o-2024-08-06
102_6,MARCO_8265101,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_6,MARCO_8300165,2,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,CAR_4b4c5a8cdad35b4269776cea6abc6a53754734c4,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,CAR_5ada6faea46ca80977e5ec4f053510276fea2136,0,raw,gpt-4o-2024-08-06
102_7,CAR_6f2335e5418d8d2aef0d75a3af72470f3b03f817,0,raw,gpt-4o-2024-08-06
102_7,CAR_b71c5197b58071a47527e30ea969ab5861b6397e,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,CAR_c16315d044cb0a820b84bbc90f450c96fbf9f07e,0,raw,gpt-4o-2024-08-06
102_7,CAR_c4e129dbfaf807994b6bcfad60a8aa7552ea80c1,0,raw,gpt-4o-2024-08-06
102_7,CAR_c87608b22b7036abacb0dde8611398732c5370bd,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,CAR_e126dac7eb3b00ebe7490bae681044180b3915e3,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,MARCO_1344207,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,MARCO_2529031,0,raw,gpt-4o-2024-08-06
102_7,MARCO_2613180,0,raw,gpt-4o-2024-08-06
102_7,MARCO_3209341,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,MARCO_5295293,1,quretec,gpt-4o-2024-08-06
102_7,MARCO_5518298,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_7,MARCO_578934,0,raw,gpt-4o-2024-08-06
102_7,MARCO_6661440,0,raw,gpt-4o-2024-08-06
102_7,MARCO_6702102,0,raw,gpt-4o-2024-08-06
102_7,MARCO_7121767,0,raw,gpt-4o-2024-08-06
102_7,MARCO_98137,0,t5,gpt-4o-2024-08-06
102_8,CAR_00b7324e0d5f2f60b7a555ee5ff52dd15dc1ca35,0,raw,gpt-4o-2024-08-06
102_8,CAR_01c5ba60e9e1ee19659da361dc9a2986d0233fa0,2,gpt-4o-mini,gpt-4o-2024-08-06
102_8,CAR_02db1e7ff05578d75824b54938ecf4e5a59c8c33,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_05d61e78b4dd448577b9fe84356d2d99a3ee6140,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,CAR_07fcb917006142926f4799a3faf9efdc2648dcdb,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,CAR_0a26ee8fd337b89885659a9c67bee4fb9f343788,1,gpt-4o,gpt-4o-2024-08-06
102_8,CAR_0c064b1ee14642d562d0caec0e0e95ba1325f4fd,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_137d6a3e9ea7919d0eaeda87db82c0b7d2cc0f5a,0,gpt-4o-mini,gpt-4o-2024-08-06
102_8,CAR_2ea2558e0e855dfeed285abcfd1ff7986f1faf1e,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_385aefa4f8bac67bb009e07a29a3ab86adb96a44,0,gpt-4o,gpt-4o-2024-08-06
102_8,CAR_591b3fa36640fe84a2a38e3bc7e1b0389b76cb7e,3,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_767edb87c97df19bd83d5cae579fe1c02dd1d40d,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_78bd4af2ad88bb3ab2eda5d2e732e7e8f18df1c9,2,gpt-4o,gpt-4o-2024-08-06
102_8,CAR_862f004a6d188a0339857fff436437d1ec4c736d,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,CAR_8fd9899a2c23a4482fe97dedc251678f9e374252,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,CAR_99d8cb01675573faf33fcea3d7b4f6ec211e3d52,2,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_a1bdc7b5bb555ac47e5fde75dea23c48269f4771,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_a86c7cd91fbb61d3cb3f5107f5043d03e40cdd24,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,CAR_b71c5197b58071a47527e30ea969ab5861b6397e,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,CAR_c15548c03ee9291ef21027a39240f24d5b9f165e,0,raw,gpt-4o-2024-08-06
102_8,CAR_c2b3a1f99c80bb521781e6426bb8d75079cb0a8d,0,gpt-4o,gpt-4o-2024-08-06
102_8,CAR_cefb6ced93a95f78d2b838554e3bc2c711b16aff,0,raw,gpt-4o-2024-08-06
102_8,CAR_fdc98a324f35bdae96f8368a6123f7ca86f33afa,0,raw,gpt-4o-2024-08-06
102_8,MARCO_1933518,0,quretec,gpt-4o-2024-08-06
102_8,MARCO_2066925,0,gpt-4o-mini,gpt-4o-2024-08-06
102_8,MARCO_2101745,0,quretec,gpt-4o-2024-08-06
102_8,MARCO_222618,0,quretec,gpt-4o-2024-08-06
102_8,MARCO_2778956,0,raw,gpt-4o-2024-08-06
102_8,MARCO_2822695,0,raw,gpt-4o-2024-08-06
102_8,MARCO_2871414,0,gpt-4o-mini,gpt-4o-2024-08-06
102_8,MARCO_299969,0,gpt-4o-mini,gpt-4o-2024-08-06
102_8,MARCO_373232,1,t5,gpt-4o-2024-08-06
102_8,MARCO_4324351,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,MARCO_4336230,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,MARCO_5000854,1,gpt-4o,gpt-4o-2024-08-06
102_8,MARCO_5294068,0,quretec,gpt-4o-2024-08-06
102_8,MARCO_5370946,0,raw,gpt-4o-2024-08-06
102_8,MARCO_6212756,0,gpt-4o,gpt-4o-2024-08-06
102_8,MARCO_6274085,0,gpt-4o-mini,gpt-4o-2024-08-06
102_8,MARCO_6325740,0,gpt-4o-mini,gpt-4o-2024-08-06
102_8,MARCO_6339122,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,MARCO_6447856,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,MARCO_7101638,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_8,MARCO_7281499,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_8,MARCO_7430023,0,raw,gpt-4o-2024-08-06
102_9,CAR_c78bd90dce14c16f2d2bd019ea485753663e67fe,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,CAR_cd2dfc2da2a4150da6afb4124ed1c374437cba0a,0,raw,gpt-4o-2024-08-06
102_9,CAR_ff9caf25c0a5731da1a74171c545cb94b15da3eb,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_1220027,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_2058682,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_2068786,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_2571584,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_3079685,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_3209342,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_3232958,0,gpt-4o,gpt-4o-2024-08-06
102_9,MARCO_3914810,0,gpt-4o,gpt-4o-2024-08-06
102_9,MARCO_4067339,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_4580641,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_4657274,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_508188,0,quretec|t5,gpt-4o-2024-08-06
102_9,MARCO_5122196,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_5301118,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_5639224,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_5758978,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_5842720,0,raw,gpt-4o-2024-08-06
102_9,MARCO_5885938,0,raw,gpt-4o-2024-08-06
102_9,MARCO_5950728,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_6447856,1,human,gpt-4o-2024-08-06
102_9,MARCO_6613710,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_694305,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_694306,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_7296615,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_7316024,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_7638772,0,raw,gpt-4o-2024-08-06
102_9,MARCO_8039266,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_8096257,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_8273475,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
102_9,MARCO_8351061,0,gpt-4o-mini,gpt-4o-2024-08-06
102_9,MARCO_8509783,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_8535673,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
102_9,MARCO_902102,0,raw,gpt-4o-2024-08-06
103_1,CAR_01f0e55f7cf996ba99a5175fccc6e863d1c71cc8,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_1,CAR_23d887540bb50fee0768edff05b86e346ccde728,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_1,CAR_2fea9f3611ec6e13b70a15d1c32e240406169685,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_1,CAR_432e17976457e7d02f114d0b8a50d7daae1e6315,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_1,CAR_5dd90d30c7c2d7ec68b4b8716204ec8fe28a5193,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_1,CAR_83026de03505460d15350e28aecadfc105af87bf,1,gpt-4o-mini,gpt-4o-2024-08-06
103_1,CAR_9be20e0e5c17b61d744a2ba3b87260182d073c0c,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_1,CAR_a5582625af9bc8e99dbb6f3144830c06613c67f9,1,gpt-4o-mini,gpt-4o-2024-08-06
103_1,CAR_a8af1255e1520d454de42f709418b0fe38067a2c,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_1,CAR_b87caf977d36ed7c3020cbe3ee2c67d290e615f2,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_1,CAR_c22e561d3d70556b97aa0274037ee4882a50877d,1,gpt-4o-mini,gpt-4o-2024-08-06
103_1,CAR_cc90e35d8aa7c6d52eb1f2ba3ad7ff622a344cec,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_1,CAR_dc3ed1e06a90c0e4a8095c38a66b27ffcb1c1613,2,gpt-4o|human,gpt-4o-2024-08-06
103_1,CAR_e4c68c56984b6d98639cd926a720f28e41488d84,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_01e54a1405bea02d1968a7e51d2e9a6b35fd1ebe,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_15a681570b251e2c38732811b51c052e1113c0d0,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_1955e897b51465d8d63cffb008c1e6708e524045,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_220aeda5cbf0cfd6cde5d10e8ce4cc8d44863801,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_2c1970607cf4a4208a29c712420af400eeff830b,0,gpt-4o|human,gpt-4o-2024-08-06
103_10,CAR_4f69eb45a80f96c480d0c5594eed3bbe7b8fbfeb,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_52384ca74e49fe3befb30459bae2181ec30342e8,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_56c0d532452bfcbf847c5a79eba6b4789bdbcb26,0,raw,gpt-4o-2024-08-06
103_10,CAR_5ac5f9700573089f99362a488f59507be961b8ed,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_5cfae9746a194738cced3701c82475cb88143b71,0,quretec,gpt-4o-2024-08-06
103_10,CAR_6729f71de7e8cdb5867812a38c31a4bbe3aeaee1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_68a320568466c19fa940de08eb72735f7a070557,0,gpt-4o|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_10,CAR_855800424b366ee442823cc38739c65d6bd442d9,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_85bb9be75a5dfb7a402abecde584cab799a4e354,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_8b8e16ccfd59e6e1caf32b74e9d0ffc9a4e2de51,0,gpt-4o|human,gpt-4o-2024-08-06
103_10,CAR_8d5c7e3a0532608ac67467500d34fdc400ae1fcf,0,quretec,gpt-4o-2024-08-06
103_10,CAR_97d1ad24621659b63df98219a24c1464c5c4bafe,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_994b20b935a741a2861ce9ed44efad3c8d439b4c,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_9dd809e95dc1d581956399bf91c481e831eb9776,0,raw,gpt-4o-2024-08-06
103_10,CAR_a174ea84079a6911fc99d9e0f16b1337f74d7889,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_10,CAR_a8417c1471d31647dce156808e3b93c8bd59903b,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_ab46bd74d695b013329edc205e7021f5e76b3c76,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_acab0cd11ddb014fa85d2679a5e567c36db658a3,0,t5,gpt-4o-2024-08-06
103_10,CAR_bf082a1ae4572b89aafc3a7c282662f2a0231145,0,gpt-4o|human,gpt-4o-2024-08-06
103_10,CAR_c1b9fa00f9d42e3cb8306e0427a88593bafe9c10,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_c8ff77d4d7e00eec4b291498868af76acc9d7ff2,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,CAR_cf55703953e96b26255f2346b091bb10440d14c4,0,quretec|raw,gpt-4o-2024-08-06
103_10,CAR_d1e56aad35c655839f5173c2ed5dfaf7392e89bf,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_10,CAR_d279f6afc2ee5e1397c2515071739b3532a71d45,0,t5,gpt-4o-2024-08-06
103_10,CAR_e55f2963bb0add434438d4b175d6a09bfca0cb4d,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_f49c8f2bf2ace63bdb9d0e16f55feb6f64093606,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,CAR_fd2d15ad2221229608a75c19048aa69ad264f844,0,gpt-4o-mini,gpt-4o-2024-08-06
103_10,MARCO_1613473,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_10,MARCO_2750920,0,raw,gpt-4o-2024-08-06
103_10,MARCO_3867540,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_10,MARCO_6392155,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_10,MARCO_7873026,0,t5,gpt-4o-2024-08-06
103_2,CAR_1c302b6921fe9fadb11565ad9625031ba31d55ed,0,raw,gpt-4o-2024-08-06
103_2,CAR_305bc0f6bb4c72fccd329d0bb146c4544090b03d,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_2,CAR_336a92428f83be849d266f7971733d8ed0903186,0,quretec|t5,gpt-4o-2024-08-06
103_2,CAR_445c0bb41dfb94e8c6466727f3c1c71862843fe9,0,gpt-4o-mini,gpt-4o-2024-08-06
103_2,CAR_44c1c8fbd43342b62c97dcefdc158b6131ccff0a,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_2,CAR_46cf7b5dda1c7adb0d41c422d54c09ffe3e260fa,0,raw,gpt-4o-2024-08-06
103_2,CAR_4a2613c13fcedf7452d96dfb01d2d16b983e2451,0,raw,gpt-4o-2024-08-06
103_2,CAR_623f52857ae18b4568ac0428de989b4564eb9e72,0,quretec,gpt-4o-2024-08-06
103_2,CAR_6bbb7ae6c73d91528a85c504b8ceff60039571fd,0,gpt-4o-mini,gpt-4o-2024-08-06
103_2,CAR_70745de084b0edeaacd09f88257c8cbbc0724c8a,0,quretec,gpt-4o-2024-08-06
103_2,CAR_7d7f1ecc51820ac7c779a748b523ee0345d0f978,0,t5,gpt-4o-2024-08-06
103_2,CAR_7e14c2980c4a4ba6dc15edf6fe13bc900a845ff8,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_2,CAR_8c5cbec4c393fed455e0d15e04b2e145dc8849f6,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_2,CAR_93d258acc3b3080ecb0aa258a74eb169b9e67075,0,quretec|raw,gpt-4o-2024-08-06
103_2,CAR_a6a7a1b24304b2f0b51db10d963a6d452dc73bde,0,raw,gpt-4o-2024-08-06
103_2,CAR_a6f615697afd3a8916d12b09cb3fc348ca63cc84,0,gpt-4o-mini,gpt-4o-2024-08-06
103_2,CAR_b908ff7c19277b42ddfc4b627308deac0184dccd,0,raw,gpt-4o-2024-08-06
103_2,CAR_c489595624e0a53fb4bb1829a1f491cea11cf117,0,gpt-4o-mini,gpt-4o-2024-08-06
103_2,CAR_c975af8d13140f3a0fbe481a942349fcf4877780,0,gpt-4o-mini,gpt-4o-2024-08-06
103_2,CAR_cc59df02508c25f88f08c11998cc865d78e3b611,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_2,CAR_d65c78b00498d760d01a7b9f951092c766ba9e89,0,raw,gpt-4o-2024-08-06
103_2,CAR_e91cc6f17350f31931258c0346b42956821182bd,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_2,CAR_efd049d53e323719b1f15c177454880b2019a4a2,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_2,CAR_f54e9501d1b3a3c29aa5fb33e548561dee193b60,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
103_2,MARCO_5614627,0,raw,gpt-4o-2024-08-06
103_3,CAR_062c2cf023e5ce701691a4358552e9d3ba06a998,0,t5,gpt-4o-2024-08-06
103_3,CAR_08ae3ed7cff4555ca7ae66f14efa21fc63f1704c,0,raw,gpt-4o-2024-08-06
103_3,CAR_0979886cdf9707343536b3234bdc6703ccbdf526,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
103_3,CAR_0d5861102b7ba3b60975f115d46982e51ecf161a,0,gpt-4o-mini,gpt-4o-2024-08-06
103_3,CAR_19d71902cf7ee42e1ba533b6c7c4918e49b24247,0,gpt-4o,gpt-4o-2024-08-06
103_3,CAR_1a161b4f786c03c8b517042a92271e6700e54d18,0,gpt-4o-mini,gpt-4o-2024-08-06
103_3,CAR_22a369f176ecf7b1802a8ee52b38748685b110ef,0,quretec,gpt-4o-2024-08-06
103_3,CAR_2ed29510346f611121da4d499ba613d9bd785b54,0,gpt-4o,gpt-4o-2024-08-06
103_3,CAR_58177eb56d8603969abb02d1b1bd9f90823e2fa5,0,gpt-4o-mini,gpt-4o-2024-08-06
103_3,CAR_61706a1e09390940f85c73687dfce2236e0b5742,0,raw,gpt-4o-2024-08-06
103_3,CAR_66754b2f61eb3bec38c7a060e3a0f3b0eb4009f3,0,raw,gpt-4o-2024-08-06
103_3,CAR_698c23454a56a1d9ac2ee252faac31edafefec6e,0,raw,gpt-4o-2024-08-06
103_3,CAR_7709618a0caaccc7c2d8b9d54e44dfd6523d38e4,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
