qid,docid,llm_grade,systems,model
34_1,CAR_614deeba1fde1619fd59ccbcb9f42ee59e5aa7dc,2,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_1,CAR_ba60cd5e597d4bd658172b09623c46c28e62383a,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
34_1,CAR_f3059473ad06bc15c04a4fada0d3b7937395a909,3,gpt-4o,gpt-4o-2024-08-06
34_1,CAR_fe5fa0a300994996a4f2de5c9204c655799c9706,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_2,CAR_6f881540e4b9b43552e7d4552e86c813b85f0344,0,raw,gpt-4o-2024-08-06
34_2,CAR_a93f602f48699b5bb88cfe821c84f2baf8cac0fd,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_2,CAR_ab4150b125b05c4d78530c1750148d54216e78ad,1,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
34_2,CAR_ebe5ccb2e15e9269fc93434ef8c6d90066acf155,0,gpt-4o,gpt-4o-2024-08-06
34_2,MARCO_1216165,0,raw,gpt-4o-2024-08-06
34_2,MARCO_1540481,0,raw,gpt-4o-2024-08-06
34_2,MARCO_2853500,0,raw,gpt-4o-2024-08-06
34_2,MARCO_3245960,0,raw,gpt-4o-2024-08-06
34_2,MARCO_3996290,0,raw,gpt-4o-2024-08-06
34_2,MARCO_8540420,0,raw,gpt-4o-2024-08-06
34_2,MARCO_902569,0,raw,gpt-4o-2024-08-06
34_2,MARCO_929818,0,raw,gpt-4o-2024-08-06
34_2,MARCO_929821,0,raw,gpt-4o-2024-08-06
34_3,CAR_4b3f477bde71f2eb091c7f0ea236bd15d3e97769,1,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_3,CAR_fe2be5c18aadf8409858fd8868e22d5e08f94ec1,0,raw,gpt-4o-2024-08-06
34_3,MARCO_1109375,0,raw,gpt-4o-2024-08-06
34_3,MARCO_573430,0,raw,gpt-4o-2024-08-06
34_3,MARCO_7439304,0,raw,gpt-4o-2024-08-06
34_3,MARCO_8054307,0,raw,gpt-4o-2024-08-06
34_3,MARCO_8242136,0,raw,gpt-4o-2024-08-06
34_3,MARCO_8399784,0,raw,gpt-4o-2024-08-06
34_4,CAR_3b74d3babd0a14cacdff51e70575e741c92aa119,0,raw,gpt-4o-2024-08-06
34_4,CAR_4b3f477bde71f2eb091c7f0ea236bd15d3e97769,1,quretec,gpt-4o-2024-08-06
34_4,CAR_8bd2e70c6251ff6089048c042e7d07885b02c95e,1,human,gpt-4o-2024-08-06
34_4,CAR_c11ba625efc493116ecf187423b5f7ed00486e2c,0,raw,gpt-4o-2024-08-06
34_4,CAR_c9d23db8c266a9ac244a8a568aa77a3827755516,0,raw,gpt-4o-2024-08-06
34_5,CAR_3cf27c1b762137ff715830bf1d3a6dce23dd7d4a,0,raw,gpt-4o-2024-08-06
34_5,CAR_45ecdb07bcf2621f5062ebcea7aa057dce0cdab4,0,raw,gpt-4o-2024-08-06
34_5,CAR_fcf8184a511f3aba8efc79e1ddbc61d94870e878,1,quretec,gpt-4o-2024-08-06
34_5,MARCO_1011722,0,raw,gpt-4o-2024-08-06
34_5,MARCO_154035,0,raw,gpt-4o-2024-08-06
34_5,MARCO_4660161,0,raw,gpt-4o-2024-08-06
34_5,MARCO_7155799,0,raw,gpt-4o-2024-08-06
34_5,MARCO_7229835,0,raw,gpt-4o-2024-08-06
34_5,MARCO_8659344,0,raw,gpt-4o-2024-08-06
34_6,CAR_0ab1a79e538ddcbc643bbebf9635a706f4e3d920,0,t5,gpt-4o-2024-08-06
34_6,CAR_0e72abf2e13034f804d4efbbf5f5182b82bb6b3c,0,t5,gpt-4o-2024-08-06
34_6,CAR_10534c1229341877d76f9ace6a3d82c664999c85,0,gpt-4o-mini,gpt-4o-2024-08-06
34_6,CAR_2fb966312b2d37aaa2fe893c17489f21f92226d4,0,gpt-4o,gpt-4o-2024-08-06
34_6,CAR_34be4e0ee9995c363f8c0e1d2e2d61b913651a07,0,t5,gpt-4o-2024-08-06
34_6,CAR_3ecd083dd83e243d79cc6fd457e56483feb2938c,3,gpt-4o,gpt-4o-2024-08-06
34_6,CAR_409b945291d7d53b8aad6f16f9cbe43224c48f51,0,t5,gpt-4o-2024-08-06
34_6,CAR_54de1fb033e097fb2d141ccee514a1b85b2ee3e1,1,t5,gpt-4o-2024-08-06
34_6,CAR_a456e03c710880d443e9422619d96f3d2e95185f,1,t5,gpt-4o-2024-08-06
34_6,CAR_b653b3d31a3b29c8f6fb9505e06bd454d845ad6c,0,raw,gpt-4o-2024-08-06
34_6,CAR_d10b3261f05ec60a7ef60cf9522cb28cde26c3a5,0,t5,gpt-4o-2024-08-06
34_6,CAR_faf00b00c44410c2603bc0a40c9b4f9ee0036531,0,t5,gpt-4o-2024-08-06
34_6,MARCO_2110099,0,quretec,gpt-4o-2024-08-06
34_7,CAR_10534c1229341877d76f9ace6a3d82c664999c85,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
34_7,CAR_1de8dd2e7c67ee5459eba0eb97c213e922cff9ef,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_7,CAR_46ba51af9933f66694569c232c6a284eebfea002,0,quretec,gpt-4o-2024-08-06
34_7,CAR_498c90eab984526caa0d133677b562cfa6c98bc6,1,quretec,gpt-4o-2024-08-06
34_7,CAR_70070bf5dc36edb1ea0f8db23a3a76fe1e8c2265,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_7,CAR_90a9154943e4d7a91ccc60c35d12441089f57531,2,quretec,gpt-4o-2024-08-06
34_7,CAR_9234854cf0239824a8eaa1a7b713842bf9dc3571,4,t5,gpt-4o-2024-08-06
34_7,CAR_9ada3c682d796b66d6b3605ab7d1ce18e929a0c2,4,t5,gpt-4o-2024-08-06
34_7,CAR_9e6baef957bf50a02bd6e1ac6e11285ec28d9bca,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_7,MARCO_2719044,0,raw,gpt-4o-2024-08-06
34_7,MARCO_6455699,0,quretec,gpt-4o-2024-08-06
34_8,CAR_0d43eb421377990d33ae7482e48fedfeca30d35c,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_8,CAR_81c573152201668661f7130d49f2e35176e14537,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
34_8,CAR_9f48fe56db036d5524b5372624694579d6c25a68,4,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_8,CAR_afe0b62fdb2d8e2ffb21f14933760179e5cc78fc,1,llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
34_8,CAR_ccd992fb2a576ade20af4a294d54e4ca409e88da,0,gpt-4o|gpt-4o-mini|human|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
34_8,CAR_ebe5ccb2e15e9269fc93434ef8c6d90066acf155,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_8,CAR_f71a6241f765013e70830074f8b0523dc5823e23,2,quretec,gpt-4o-2024-08-06
34_8,MARCO_1198974,0,raw,gpt-4o-2024-08-06
34_8,MARCO_3138248,0,raw,gpt-4o-2024-08-06
34_9,CAR_3d21a5b6af3d9ca7cd0a62c2559fe8167dda09c7,0,raw,gpt-4o-2024-08-06
34_9,CAR_4b3f477bde71f2eb091c7f0ea236bd15d3e97769,0,human|llama-3.1-8b-instant|quretec|t5,gpt-4o-2024-08-06
34_9,CAR_8423fbc7041e7156c88c4ae708a95bbc53e9837c,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_9,CAR_89328e87fa34e93a0fcb397e156cee25a44a75d7,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
34_9,CAR_8bd2e70c6251ff6089048c042e7d07885b02c95e,1,gpt-4o-mini,gpt-4o-2024-08-06
34_9,CAR_8dac1cb685f5ec5caeae6c76c5770a19222f020b,0,raw,gpt-4o-2024-08-06
34_9,CAR_9e6a369ce563e66b125408558a33ea611651afc5,0,raw,gpt-4o-2024-08-06
34_9,CAR_cffc42132d17b907b5cec9592eb8632c657445a1,3,gpt-4o,gpt-4o-2024-08-06
34_9,CAR_e5b2b69040ee0654e0e5a5fb9b28af0100c31aff,0,raw,gpt-4o-2024-08-06
34_9,CAR_ee68b93c2eec4b3fa5e3787078cd37df31429cd4,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
34_9,MARCO_2119826,0,raw,gpt-4o-2024-08-06
34_9,MARCO_3626704,0,raw,gpt-4o-2024-08-06
34_9,MARCO_6571866,0,raw,gpt-4o-2024-08-06
34_9,MARCO_7112079,0,raw,gpt-4o-2024-08-06
34_9,MARCO_7190247,0,raw,gpt-4o-2024-08-06
34_9,MARCO_7836936,0,raw,gpt-4o-2024-08-06
35_1,CAR_438e9f814095ca6856f02042450848cdb103b619,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_1,CAR_4620861d01fc13994f1b9a4dafe624497cad3b13,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_1,CAR_57195e59ebbcb9c3d873db5524835931b8074831,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_1,CAR_750391fbae44936bae769d0fdcf5abc98fca8e20,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_1,CAR_82efd93d6672aa7b26ddd30aaa96faa285b994d5,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_1,CAR_8e123c00507b181e96edc5b995fc45493811353b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_1,CAR_914ffe9d36261e9753adb0b60b36b7a4eb0c50e6,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_1,CAR_aa439f1fb0a2b190e31a8e5f08d96d5912d27170,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_1,CAR_b04039fdabadf3a36f721751f7e7162d396df99a,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_1,CAR_c190e5a04e78086a6c8bf676d519260c078ec569,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_1,MARCO_1972739,0,human|llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
35_1,MARCO_2364387,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
35_1,MARCO_5526499,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_1,MARCO_7879904,0,human|quretec|raw|t5,gpt-4o-2024-08-06
35_1,MARCO_8381217,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
35_2,CAR_073c7db14518d5bfd16f10bc7cd6d995ecc69950,4,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_2,CAR_2d93fa07ba0cf2dac81b4e0f33740210cd130489,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_2,CAR_8e9da17398754f241a5c8cb36f2b5ee7975e8f45,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_2,CAR_a66e8a20719c387488cd7f3ccb4846441d9c7aca,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_2,MARCO_3568347,0,raw,gpt-4o-2024-08-06
35_2,MARCO_605962,0,human|quretec|t5,gpt-4o-2024-08-06
35_2,MARCO_6799712,0,raw,gpt-4o-2024-08-06
35_3,CAR_9464766b2f1e96bbdd798377a79e3793acb670bb,1,gpt-4o-mini,gpt-4o-2024-08-06
35_3,CAR_e710992355ade8379f94a042fde6b3a3ce487f79,1,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
35_3,MARCO_2248483,0,raw,gpt-4o-2024-08-06
35_3,MARCO_4726819,0,raw,gpt-4o-2024-08-06
35_3,MARCO_5966073,0,raw,gpt-4o-2024-08-06
35_4,CAR_01f5a6f99e48da67531ef5d27cb0102060410fd0,0,raw,gpt-4o-2024-08-06
35_4,CAR_073c7db14518d5bfd16f10bc7cd6d995ecc69950,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_4,CAR_0950b45f5f3d6285d86981495c24dc6d93dcb94e,0,gpt-4o-mini,gpt-4o-2024-08-06
35_4,CAR_14966c27a5a558963b7fa21c47ac6660c1d92e75,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_4,CAR_4f6235f257c1ae1c1e968ac8ddd29ab5b024a4dc,0,raw|t5,gpt-4o-2024-08-06
35_4,CAR_615ebeed39e0856fa90b89b9af033ffd6e0663f7,0,gpt-4o-mini,gpt-4o-2024-08-06
35_4,CAR_79a6a9f08486356e93862a5794870c42f81e3c2c,0,raw|t5,gpt-4o-2024-08-06
35_4,CAR_7d9449015a90ab6168b137c444288f6c7734b306,0,raw|t5,gpt-4o-2024-08-06
35_4,CAR_c73fa25f0b244a17106c23754c1b5afe696966b2,0,raw|t5,gpt-4o-2024-08-06
35_4,CAR_c74edf44f73e948249d6bceac1463e803766b66a,0,t5,gpt-4o-2024-08-06
35_5,CAR_07142d6ac6d1dd0ecec4cd00c956b9bc5cf66c78,3,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_5,CAR_10d8e427f4c0afcf8d9f4d3261a8904553a25c43,1,gpt-4o-mini,gpt-4o-2024-08-06
35_5,CAR_2498763ba65035ff0f1cbcf26888aed1d9042416,0,quretec|t5,gpt-4o-2024-08-06
35_5,CAR_273f417de61acc324aa949b1b85595283802b020,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_5,CAR_3c05d6dbcf15f10265090a15ad489f8f23fbfbb3,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_5,CAR_445cddfeb408f293a2d8126d622b617043e7b834,3,gpt-4o-mini,gpt-4o-2024-08-06
35_5,CAR_48ef874e9d0b23736c8e30a4e4e5b0e443d0ab76,0,raw,gpt-4o-2024-08-06
35_5,CAR_5ed5d269150fcd2271158b28d7680ba485124200,0,raw,gpt-4o-2024-08-06
35_5,CAR_63dea48ccf0c7c9bb0c80d5a7975bab39c760316,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_5,CAR_894e990e82ef4100cc41b22204bfbaf1cd0a143c,0,raw,gpt-4o-2024-08-06
35_5,CAR_8d8f829e0ca39dc0133f1aba6fe412c409dfa98d,2,gpt-4o-mini,gpt-4o-2024-08-06
35_5,CAR_a7198659ed791204be6d58a0a5a9cc379b35746b,0,quretec,gpt-4o-2024-08-06
35_5,CAR_afe69a3104a61348e7c6a460272755a82a635ace,0,quretec,gpt-4o-2024-08-06
35_5,CAR_bd4113053f30cc4337f2157bd20d94970a469de9,0,raw,gpt-4o-2024-08-06
35_5,CAR_c190e5a04e78086a6c8bf676d519260c078ec569,3,gpt-4o|gpt-4o-mini|human|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
35_5,CAR_ce60affae3e793a28d124bee14213d3b4d6492c3,0,gpt-4o,gpt-4o-2024-08-06
35_5,CAR_db1f9792bb2803dbff8ca4ed6ee5c0c260584957,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_5,CAR_ef9e3bc622589aac289d86cf368663d9e5bc64bf,0,t5,gpt-4o-2024-08-06
35_5,CAR_f8445c69e65a4818bee6e48c5508fbe987f9a630,0,raw,gpt-4o-2024-08-06
35_5,MARCO_2119826,0,raw,gpt-4o-2024-08-06
35_5,MARCO_2829352,0,raw,gpt-4o-2024-08-06
35_5,MARCO_2855012,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_5,MARCO_39845,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_5,MARCO_4655920,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_5,MARCO_6846026,0,quretec|t5,gpt-4o-2024-08-06
35_5,MARCO_7785511,1,gpt-4o,gpt-4o-2024-08-06
35_5,MARCO_8029719,0,raw,gpt-4o-2024-08-06
35_5,MARCO_8065020,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_6,CAR_0c3c77fd359c8ec7070f4dab0f2195879eb3465e,0,t5,gpt-4o-2024-08-06
35_6,CAR_1045b68c592699456944e690089a0e17500b8482,0,t5,gpt-4o-2024-08-06
35_6,CAR_136ee2694ec9acea8d98a94283294cf60b10e807,0,gpt-4o,gpt-4o-2024-08-06
35_6,CAR_2ef7403967be8514e4b9b73c14985ccf3a24032c,0,t5,gpt-4o-2024-08-06
35_6,CAR_3f24a861e9d9b127fdb055a4b708db72e921550d,0,t5,gpt-4o-2024-08-06
35_6,CAR_5e95a536a71764b7cff66869d5afd5e41afa5dfa,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_6,CAR_84e4aa9c8b05fb4990ce14629ae71cbd0a0b5d26,0,raw,gpt-4o-2024-08-06
35_6,CAR_85bea43b71c3d190d9cea7fe68a485879b48cad4,0,t5,gpt-4o-2024-08-06
35_6,CAR_8a253c50d557aa0b2ee84ebad81546437a0c72b4,0,t5,gpt-4o-2024-08-06
35_6,CAR_a2e30dd33e98e0627c83f83dabf1dc8ba9e55a85,0,t5,gpt-4o-2024-08-06
35_6,CAR_f8d31ac4869dc1f61d1bbcab202c579a07f62d5c,0,raw,gpt-4o-2024-08-06
35_6,MARCO_2235404,0,raw,gpt-4o-2024-08-06
35_6,MARCO_3401721,0,raw,gpt-4o-2024-08-06
35_6,MARCO_5271187,2,gpt-4o,gpt-4o-2024-08-06
35_6,MARCO_8714546,0,raw,gpt-4o-2024-08-06
35_7,CAR_1216dd6b1b41cbe8980cc896a50794393fae955a,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_7,CAR_1ab4b05af512c98af55f24e2e0b794740fc0cfa7,0,t5,gpt-4o-2024-08-06
35_7,CAR_1ef260990c014f0411e2eadf59a7e23a0c39197d,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_7,CAR_376b9a33c48a0cb231850be35aaa204ed070736c,0,t5,gpt-4o-2024-08-06
35_7,CAR_750391fbae44936bae769d0fdcf5abc98fca8e20,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_7,CAR_914ffe9d36261e9753adb0b60b36b7a4eb0c50e6,0,llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
35_7,CAR_9946f30f19fe7b6e5482519963410a67f8b3afc3,0,t5,gpt-4o-2024-08-06
35_7,CAR_a4afcc9b3a4ef6260913596554b548f163d6156e,0,t5,gpt-4o-2024-08-06
35_7,CAR_a50ec93e2b601b19f4672f46ac09d906cd8b7042,0,t5,gpt-4o-2024-08-06
35_7,CAR_ccff9e673565398cd3af7df52dfabff6df8fd994,0,t5,gpt-4o-2024-08-06
35_7,CAR_efa95e7f62b1aa00c4ac21702d4c939654d639b4,0,t5,gpt-4o-2024-08-06
35_7,CAR_f6a2d9bbcc9f401d9dfc94cce26220dde6a923f5,0,t5,gpt-4o-2024-08-06
35_7,MARCO_1780444,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_7,MARCO_1828310,0,raw,gpt-4o-2024-08-06
35_7,MARCO_2422362,0,raw,gpt-4o-2024-08-06
35_7,MARCO_4521608,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_7,MARCO_5539892,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_7,MARCO_5617427,0,raw,gpt-4o-2024-08-06
35_7,MARCO_5808013,0,raw,gpt-4o-2024-08-06
35_7,MARCO_6054941,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_7,MARCO_6056983,0,raw,gpt-4o-2024-08-06
35_7,MARCO_6817713,0,raw,gpt-4o-2024-08-06
35_7,MARCO_8323610,0,raw,gpt-4o-2024-08-06
35_8,CAR_0f1baba42c4375b122bffbdc6e2e8e9820fe3037,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_13e9d8ff23a0931e77cea521a4b5c5345f0b1fc6,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_14f9add6dd02911ff40fbfa20baab58798c95cd3,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_8,CAR_18aa0a5b441bbab372679a719d999f0a8ff3d6c4,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_8,CAR_27166e098c2119c16cf3de4a5348802d4a1d2bfb,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_8,CAR_433626c6bb04de75832c2d273caede2238fc3a8f,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_63d1fa9693d3c4c3a7ff3e517c7835f87923f34c,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_8,CAR_6cbb1b440d788f7e37c3ce8740c92a9e6ac419f9,0,gpt-4o-mini,gpt-4o-2024-08-06
35_8,CAR_89495e3baf3bf7ee767ef317edad89bf3fcc3be5,1,gpt-4o-mini,gpt-4o-2024-08-06
35_8,CAR_90acd1d4caa2e8ef4e24a6312d67fcb75fe742f0,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_92c0f1b3260aaffe2db6b91814e1a2916f007d61,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_8,CAR_a18f5891e1fc30ea874dc60a32a885d93129a8b7,0,gpt-4o-mini,gpt-4o-2024-08-06
35_8,CAR_aefde68083a4cf1555f91c2eef63361cc1d5b5ca,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_af4599a4efda5cbcce829d571f7af33f3ade6956,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_c190e5a04e78086a6c8bf676d519260c078ec569,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_eac86d5dc4c04fab7650cca5bc50ac24e2863c58,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_f029ab8a927ea4e9155c94221eb4e7b74e93c723,0,gpt-4o-mini,gpt-4o-2024-08-06
35_8,CAR_f13ab5811b7042d0412edf5dbc1b3b3f86190a51,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_f74331720bdec1ad2fbeae68660ac4634eb77ca1,0,gpt-4o-mini,gpt-4o-2024-08-06
35_8,CAR_fad1791e1049f2c34be10cc949d4fca6dc724e63,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_8,CAR_fec08bef60a936df9ca5620b4c317dcecf1386c7,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
35_8,MARCO_1266647,0,gpt-4o|human|quretec|t5,gpt-4o-2024-08-06
35_8,MARCO_2431574,0,gpt-4o-mini,gpt-4o-2024-08-06
35_8,MARCO_3471656,1,gpt-4o-mini,gpt-4o-2024-08-06
35_8,MARCO_4912301,0,gpt-4o-mini,gpt-4o-2024-08-06
35_8,MARCO_7288549,0,raw,gpt-4o-2024-08-06
35_8,MARCO_8216968,0,raw,gpt-4o-2024-08-06
35_9,CAR_15882c8c154f9f99d46e3a11757081cdd563425b,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_9,CAR_2e1fd07d3ff4aa8964a0d722c09da80035f78d09,0,human|t5,gpt-4o-2024-08-06
35_9,CAR_37bb1996046ffd44a6fe66ec5a1dc81e450357cb,0,raw,gpt-4o-2024-08-06
35_9,CAR_40b6116337c89628ae3ec3b593680e4755249348,0,raw,gpt-4o-2024-08-06
35_9,CAR_4dcf9664046e759f4daeaab5ba14f1d3f08fe401,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_9,CAR_6025c315dda61cd4eb04de201b593d006afa0c1f,0,raw,gpt-4o-2024-08-06
35_9,CAR_881a863d26f14b4a282b0dd1a7be8e7b0b3003d0,0,raw,gpt-4o-2024-08-06
35_9,CAR_93e4b2d64dc3c2f66142e0601d3f3c844089d709,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_9,CAR_957dbbf4d0aba67995d37d74bf840b982a57f26e,0,gpt-4o,gpt-4o-2024-08-06
35_9,CAR_a62e58a6764093fe34acf7d949145e4a96b80c98,0,gpt-4o,gpt-4o-2024-08-06
35_9,CAR_a6521263579e02d85579495a4b023353156b020f,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_9,CAR_aa0a11285bcc40bd35d9e3fe74be4c62fbba9bf6,0,raw,gpt-4o-2024-08-06
35_9,CAR_bd47be7f345bb60f32b32de69f9ffdb716af9e60,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_9,CAR_c0caef2b181dc64ee2d7e50df5c61110a8eb5163,0,raw,gpt-4o-2024-08-06
35_9,CAR_ccb635281f6c6a19feea486a6a37fb1a0d51121c,0,human|t5,gpt-4o-2024-08-06
35_9,CAR_ce10e1edf46c9320f26e91ff182382d6f016d4d7,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_9,CAR_d81426de565fd051f4f7edc2c17836faea16d5db,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
35_9,CAR_fd4141b33d9a9ea0ee995693a3facb807aad97da,0,raw,gpt-4o-2024-08-06
35_9,MARCO_3589486,0,raw,gpt-4o-2024-08-06
36_1,CAR_23573348ce3c725ef7ca59024e2c58c5f8cbd02a,2,gpt-4o,gpt-4o-2024-08-06
36_1,CAR_b3130577a58a2b25cd6a4f106fee0aa1e8b5d4e3,2,gpt-4o,gpt-4o-2024-08-06
36_1,MARCO_206025,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_1,MARCO_2717503,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_1,MARCO_3037825,4,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_1,MARCO_347919,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_1,MARCO_3583493,2,gpt-4o-mini,gpt-4o-2024-08-06
36_1,MARCO_3941603,4,gpt-4o,gpt-4o-2024-08-06
36_1,MARCO_4338416,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_1,MARCO_5100401,3,gpt-4o,gpt-4o-2024-08-06
36_1,MARCO_5267405,2,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
36_1,MARCO_7337485,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_1,MARCO_7987712,4,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_11,CAR_12f50c1f950a2d565262db8f1d4b984ff36e208d,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
36_11,CAR_1eb4e420c82fd0ee40395aa12bdbcc4cafc36246,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
36_11,CAR_256ca77e086ac28b678c1ec77f916f40dff8cb6f,1,human|t5,gpt-4o-2024-08-06
36_11,CAR_85597fa1c3d148d455c40d3bfd8e3df67e36e45c,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
36_11,CAR_ebf42c8de316d7c7b8803057a1aa2d313a5aca67,0,raw,gpt-4o-2024-08-06
36_11,MARCO_5448069,0,raw,gpt-4o-2024-08-06
36_11,MARCO_5452038,0,raw,gpt-4o-2024-08-06
36_11,MARCO_5464857,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
36_11,MARCO_5541042,0,raw,gpt-4o-2024-08-06
36_11,MARCO_5839694,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
